player,surface,period,spw,rpw,matches
Aleksandar Vukic,hard,52week,0.6270,0.3190,28
Aleksandar Vukic,clay,52week,0.5880,0.3760,4
Aleksandar Vukic,grass,52week,0.5330,0.2280,2
Aleksandar Vukic,all,52week,0.6169,0.3204,34
Aleksandar Vukic,hard,career,0.6400,0.3300,103
Aleksandar Vukic,clay,career,0.6060,0.3460,22
Aleksandar Vukic,grass,career,0.6560,0.3130,25
Aleksandar Vukic,all,career,0.6377,0.3295,150
Alexandre Muller,hard,52week,0.6140,0.3230,25
Alexandre Muller,clay,52week,0.5760,0.3500,9
Alexandre Muller,grass,52week,0.4560,0.2070,1
Alexandre Muller,all,52week,0.5997,0.3266,35
Alexandre Muller,hard,career,0.6120,0.3530,70
Alexandre Muller,clay,career,0.5980,0.3760,56
Alexandre Muller,grass,career,0.5800,0.3130,8
Alexandre Muller,all,career,0.6042,0.3602,134
Hugo Gaston,hard,52week,0.5620,0.3550,9
Hugo Gaston,clay,52week,0.5930,0.4120,10
Hugo Gaston,grass,52week,0.5570,0.2120,1
Hugo Gaston,all,52week,0.5773,0.3764,20
Hugo Gaston,hard,career,0.5770,0.3610,65
Hugo Gaston,clay,career,0.5870,0.3890,62
Hugo Gaston,grass,career,0.5900,0.3460,8
Hugo Gaston,all,career,0.5824,0.3730,135
Patrick Kypson,hard,52week,0.6460,0.2820,6
Patrick Kypson,clay,52week,0.6500,0.3080,3
Patrick Kypson,grass,52week,0.6060,0.3560,2
Patrick Kypson,all,52week,0.6398,0.3025,11
Patrick Kypson,hard,career,0.6500,0.2960,13
Patrick Kypson,clay,career,0.5990,0.3200,5
Patrick Kypson,grass,career,0.6060,0.3560,2
Patrick Kypson,all,career,0.6329,0.3080,20
Nicolas Jarry,hard,52week,0.6500,0.3380,3
Nicolas Jarry,clay,52week,0.6240,0.3290,9
Nicolas Jarry,grass,52week,0.7120,0.3370,6
Nicolas Jarry,all,52week,0.6577,0.3332,18
Nicolas Jarry,hard,career,0.6660,0.3170,98
Nicolas Jarry,clay,career,0.6590,0.3490,133
Nicolas Jarry,grass,career,0.6750,0.3340,24
Nicolas Jarry,all,career,0.6632,0.3353,255
Valentin Royer,hard,52week,0.6400,0.3330,28
Valentin Royer,clay,52week,0.5690,0.3280,6
Valentin Royer,grass,52week,0.6130,0.3150,3
Valentin Royer,all,52week,0.6263,0.3307,37
Valentin Royer,hard,career,0.6400,0.3330,28
Valentin Royer,clay,career,0.5940,0.3550,7
Valentin Royer,grass,career,0.6360,0.3140,5
Valentin Royer,all,career,0.6315,0.3345,40
Zhizhen Zhang,hard,52week,0.6260,0.2930,12
Zhizhen Zhang,clay,52week,0.6320,0.3230,6
Zhizhen Zhang,grass,52week,0.6880,0.3380,3
Zhizhen Zhang,all,52week,0.6366,0.3080,21
Zhizhen Zhang,hard,career,0.6470,0.3300,89
Zhizhen Zhang,clay,career,0.6450,0.3510,41
Zhizhen Zhang,grass,career,0.6540,0.3240,17
Zhizhen Zhang,all,career,0.6473,0.3352,147
Nikoloz Basilashvili,hard,52week,0.6500,0.3230,8
Nikoloz Basilashvili,clay,52week,0.6050,0.3740,9
Nikoloz Basilashvili,grass,52week,0.5880,0.2540,1
Nikoloz Basilashvili,all,52week,0.6241,0.3447,18
Nikoloz Basilashvili,hard,career,0.6060,0.3670,201
Nikoloz Basilashvili,clay,career,0.5900,0.3800,107
Nikoloz Basilashvili,grass,career,0.6240,0.3250,36
Nikoloz Basilashvili,all,career,0.6029,0.3666,344
Hugo Dellien,hard,52week,0.5640,0.3200,3
Hugo Dellien,clay,52week,0.6380,0.3300,3
Hugo Dellien,all,52week,0.6010,0.3250,6
Hugo Dellien,hard,career,0.5380,0.3350,22
Hugo Dellien,clay,career,0.5950,0.3800,86
Hugo Dellien,grass,career,0.5920,0.2720,4
Hugo Dellien,all,career,0.5837,0.3673,112
James Duckworth,hard,52week,0.6330,0.3350,18
James Duckworth,clay,52week,0.5940,0.3630,4
James Duckworth,grass,52week,0.6890,0.2960,5
James Duckworth,all,52week,0.6376,0.3319,27
James Duckworth,hard,career,0.6340,0.3310,152
James Duckworth,clay,career,0.6050,0.3090,20
James Duckworth,grass,career,0.6460,0.3270,37
James Duckworth,all,career,0.6333,0.3282,209
Henrique Rocha,hard,career,0.6610,0.4550,3
Henrique Rocha,clay,career,0.5820,0.3660,11
Henrique Rocha,all,career,0.5989,0.3851,14
Jerome Kym,hard,52week,0.6680,0.3320,5
Jerome Kym,clay,52week,0.6710,0.2630,2
Jerome Kym,all,52week,0.6689,0.3123,7
Jerome Kym,hard,career,0.6610,0.3370,9
Jerome Kym,clay,career,0.7010,0.2940,5
Jerome Kym,all,career,0.6753,0.3216,14
Arthur Gea,hard,52week,0.6760,0.3610,5
Arthur Gea,clay,52week,0.5290,0.3440,2
Arthur Gea,all,52week,0.6340,0.3561,7
Stefanos Sakellaridis,hard,52week,0.7210,0.1880,3
Stefanos Sakellaridis,clay,52week,0.6150,0.3730,2
Stefanos Sakellaridis,all,52week,0.6786,0.2620,5
Stefanos Sakellaridis,hard,career,0.6160,0.2650,7
Stefanos Sakellaridis,clay,career,0.6150,0.3730,4
Stefanos Sakellaridis,all,career,0.6156,0.3043,11
Marco Trungelliti,clay,52week,0.6030,0.3860,15
Marco Trungelliti,grass,52week,0.6390,0.3540,2
Marco Trungelliti,all,52week,0.6072,0.3822,17
Marco Trungelliti,hard,career,0.6060,0.3330,12
Marco Trungelliti,clay,career,0.5910,0.3810,46
Marco Trungelliti,grass,career,0.6380,0.3480,3
Marco Trungelliti,all,career,0.5963,0.3699,61
Aleksandar Kovacevic,hard,52week,0.6710,0.3070,36
Aleksandar Kovacevic,clay,52week,0.6400,0.3470,7
Aleksandar Kovacevic,grass,52week,0.6540,0.2720,5
Aleksandar Kovacevic,all,52week,0.6647,0.3092,48
Aleksandar Kovacevic,hard,career,0.6600,0.3170,79
Aleksandar Kovacevic,clay,career,0.6320,0.3330,22
Aleksandar Kovacevic,grass,career,0.6390,0.2830,11
Aleksandar Kovacevic,all,career,0.6524,0.3168,112
Giulio Zeppieri,hard,52week,0.6200,0.3570,3
Giulio Zeppieri,clay,52week,0.5580,0.3100,2
Giulio Zeppieri,grass,52week,0.6930,0.3470,1
Giulio Zeppieri,all,52week,0.6115,0.3397,6
Giulio Zeppieri,hard,career,0.6420,0.3140,9
Giulio Zeppieri,clay,career,0.6150,0.3520,17
Giulio Zeppieri,grass,career,0.6930,0.3470,1
Giulio Zeppieri,all,career,0.6269,0.3391,27
Dalibor Svrcina,hard,52week,0.5900,0.3840,13
Dalibor Svrcina,clay,52week,0.5020,0.4050,3
Dalibor Svrcina,grass,52week,0.5370,0.4110,1
Dalibor Svrcina,all,52week,0.5714,0.3893,17
Dalibor Svrcina,hard,career,0.5740,0.4010,19
Dalibor Svrcina,clay,career,0.5020,0.4050,3
Dalibor Svrcina,grass,career,0.5370,0.4110,1
Dalibor Svrcina,all,career,0.5630,0.4020,23
Mackenzie Mcdonald,hard,52week,0.6300,0.3190,17
Mackenzie Mcdonald,clay,52week,0.5680,0.3740,2
Mackenzie Mcdonald,grass,52week,0.5890,0.3070,1
Mackenzie Mcdonald,all,52week,0.6218,0.3239,20
Mackenzie Mcdonald,hard,career,0.6240,0.3720,191
Mackenzie Mcdonald,clay,career,0.5840,0.3790,34
Mackenzie Mcdonald,grass,career,0.6440,0.3430,39
Mackenzie Mcdonald,all,career,0.6218,0.3686,264
Dusan Lajovic,clay,52week,0.6180,0.3530,9
Dusan Lajovic,grass,52week,0.6320,0.2050,1
Dusan Lajovic,all,52week,0.6194,0.3382,10
Dusan Lajovic,hard,career,0.6200,0.3530,214
Dusan Lajovic,clay,career,0.6210,0.3790,248
Dusan Lajovic,grass,career,0.6290,0.2950,26
Dusan Lajovic,all,career,0.6210,0.3631,488
Clement Tabur,hard,52week,0.7240,0.3490,3
Clement Tabur,clay,52week,0.6440,0.3500,4
Clement Tabur,all,52week,0.6783,0.3496,7
Nicolai Budkov Kjaer,hard,52week,0.6060,0.2920,12
Nicolai Budkov Kjaer,clay,52week,0.5930,0.4230,4
Nicolai Budkov Kjaer,all,52week,0.6028,0.3247,16
Nicolai Budkov Kjaer,hard,career,0.6190,0.3050,16
Nicolai Budkov Kjaer,clay,career,0.5960,0.4140,8
Nicolai Budkov Kjaer,all,career,0.6113,0.3413,24
Colton Smith,hard,career,0.5740,0.3660,6
Colton Smith,clay,career,0.6470,0.3160,4
Colton Smith,all,career,0.6032,0.3460,10
Vilius Gaubas,clay,52week,0.5930,0.3570,11
Vilius Gaubas,grass,52week,0.5370,0.3260,1
Vilius Gaubas,all,52week,0.5883,0.3544,12
Vilius Gaubas,hard,career,0.6090,0.4020,10
Vilius Gaubas,clay,career,0.5810,0.3700,15
Vilius Gaubas,grass,career,0.5370,0.3260,1
Vilius Gaubas,all,career,0.5901,0.3806,26
Carlos Taberner,hard,52week,0.4870,0.2500,1
Carlos Taberner,clay,52week,0.6310,0.4120,8
Carlos Taberner,all,52week,0.6150,0.3940,9
Carlos Taberner,hard,career,0.5830,0.3470,11
Carlos Taberner,clay,career,0.6000,0.3830,35
Carlos Taberner,grass,career,0.6610,0.2320,1
Carlos Taberner,all,career,0.5973,0.3714,47
Roberto Carballes Baena,hard,52week,0.6180,0.3380,6
Roberto Carballes Baena,all,52week,0.6180,0.3380,6
Roberto Carballes Baena,hard,career,0.6110,0.3680,97
Roberto Carballes Baena,clay,career,0.6020,0.3910,181
Roberto Carballes Baena,grass,career,0.6060,0.3200,18
Roberto Carballes Baena,all,career,0.6052,0.3791,296
Tristan Boyer,hard,52week,0.6550,0.3520,6
Tristan Boyer,clay,52week,0.6230,0.2840,1
Tristan Boyer,grass,52week,0.5960,0.2990,1
Tristan Boyer,all,52week,0.6436,0.3369,8
Tristan Boyer,hard,career,0.6370,0.3470,11
Tristan Boyer,clay,career,0.6100,0.3050,3
Tristan Boyer,grass,career,0.5960,0.2990,1
Tristan Boyer,all,career,0.6289,0.3354,15
Alexis Galarneau,hard,career,0.6380,0.3800,9
Alexis Galarneau,clay,career,0.5230,0.4240,1
Alexis Galarneau,grass,career,0.6470,0.2660,1
Alexis Galarneau,all,career,0.6284,0.3736,11
Emil Ruusuvuori,hard,career,0.6390,0.3840,152
Emil Ruusuvuori,clay,career,0.5930,0.4030,42
Emil Ruusuvuori,grass,career,0.6610,0.3380,23
Emil Ruusuvuori,all,career,0.6324,0.3828,217
Jurij Rodionov,hard,52week,0.5690,0.2040,6
Jurij Rodionov,clay,52week,0.6250,0.3300,4
Jurij Rodionov,all,52week,0.5914,0.2544,10
Jurij Rodionov,hard,career,0.6310,0.3410,22
Jurij Rodionov,clay,career,0.6080,0.3510,25
Jurij Rodionov,grass,career,0.6320,0.2980,8
Jurij Rodionov,all,career,0.6207,0.3393,55
Lukas Klein,hard,career,0.6610,0.3460,21
Lukas Klein,clay,career,0.6410,0.3590,9
Lukas Klein,grass,career,0.6690,0.3460,3
Lukas Klein,all,career,0.6563,0.3495,33
Pavel Kotov,hard,career,0.6120,0.3410,45
Pavel Kotov,clay,career,0.6250,0.3720,32
Pavel Kotov,grass,career,0.6440,0.2900,4
Pavel Kotov,all,career,0.6187,0.3507,81
Marco Cecchinato,hard,career,0.6180,0.3010,55
Marco Cecchinato,clay,career,0.6130,0.3740,142
Marco Cecchinato,grass,career,0.5880,0.2820,11
Marco Cecchinato,all,career,0.6130,0.3498,208
Mark Lajal,hard,career,0.6660,0.3520,9
Mark Lajal,grass,career,0.6210,0.3420,4
Mark Lajal,all,career,0.6522,0.3489,13
Facundo Bagnis,hard,career,0.6000,0.3340,31
Facundo Bagnis,clay,career,0.6060,0.3690,98
Facundo Bagnis,grass,career,0.6020,0.3100,5
Facundo Bagnis,all,career,0.6045,0.3587,134
Michael Mmoh,hard,career,0.6130,0.3590,64
Michael Mmoh,clay,career,0.5780,0.3740,10
Michael Mmoh,grass,career,0.6700,0.2890,4
Michael Mmoh,all,career,0.6114,0.3573,78
Filip Misolic,hard,52week,0.5920,0.3180,7
Filip Misolic,clay,52week,0.6210,0.3710,11
Filip Misolic,grass,52week,0.5910,0.2620,1
Filip Misolic,all,52week,0.6087,0.3457,19
Filip Misolic,hard,career,0.6090,0.3120,11
Filip Misolic,clay,career,0.6040,0.3710,26
Filip Misolic,grass,career,0.5910,0.2620,1
Filip Misolic,all,career,0.6051,0.3511,38
Rei Sakamoto,hard,52week,0.6420,0.2970,6
Rei Sakamoto,all,52week,0.6420,0.2970,6
Daniel Evans,hard,52week,0.6000,0.3950,3
Daniel Evans,grass,52week,0.5900,0.3290,2
Daniel Evans,all,52week,0.5960,0.3686,5
Daniel Evans,hard,career,0.6330,0.3750,240
Daniel Evans,clay,career,0.5910,0.3840,57
Daniel Evans,grass,career,0.6370,0.3490,49
Daniel Evans,all,career,0.6266,0.3728,346
Pierre Hugues Herbert,hard,career,0.6440,0.3380,160
Pierre Hugues Herbert,clay,career,0.6310,0.3410,49
Pierre Hugues Herbert,grass,career,0.6400,0.3320,33
Pierre Hugues Herbert,all,career,0.6408,0.3378,242
Coleman Wong,hard,52week,0.6490,0.3480,17
Coleman Wong,clay,52week,0.5520,0.2550,2
Coleman Wong,all,52week,0.6388,0.3382,19
Coleman Wong,hard,career,0.6500,0.3480,37
Coleman Wong,clay,career,0.6000,0.2540,3
Coleman Wong,grass,career,0.4720,0.3210,1
Coleman Wong,all,career,0.6420,0.3405,41
Tomas Barrios Vera,hard,52week,0.6150,0.3380,3
Tomas Barrios Vera,clay,52week,0.5590,0.3180,6
Tomas Barrios Vera,all,52week,0.5777,0.3247,9
Tomas Barrios Vera,hard,career,0.6030,0.3070,10
Tomas Barrios Vera,clay,career,0.5660,0.3480,23
Tomas Barrios Vera,grass,career,0.6440,0.3330,3
Tomas Barrios Vera,all,career,0.5828,0.3354,36
Lukas Neumayer,clay,52week,0.5700,0.2950,3
Lukas Neumayer,all,52week,0.5700,0.2950,3
Lukas Neumayer,clay,career,0.5980,0.3240,9
Lukas Neumayer,all,career,0.5980,0.3240,9
Taro Daniel,hard,career,0.6110,0.3490,146
Taro Daniel,clay,career,0.5910,0.3720,89
Taro Daniel,grass,career,0.6020,0.3130,10
Taro Daniel,all,career,0.6034,0.3559,245
Liam Broady,hard,career,0.5930,0.3780,24
Liam Broady,clay,career,0.5620,0.3620,5
Liam Broady,grass,career,0.5950,0.3530,27
Liam Broady,all,career,0.5912,0.3645,56
Nicolas Mejia,hard,52week,0.5370,0.2500,3
Nicolas Mejia,grass,52week,0.6160,0.3780,2
Nicolas Mejia,all,52week,0.5686,0.3012,5
Nicolas Mejia,hard,career,0.5650,0.3230,13
Nicolas Mejia,clay,career,0.6090,0.3380,10
Nicolas Mejia,grass,career,0.6160,0.3780,2
Nicolas Mejia,all,career,0.5867,0.3334,25
Federico Cina,hard,52week,0.5900,0.2370,1
Federico Cina,clay,52week,0.6050,0.3190,7
Federico Cina,all,52week,0.6031,0.3088,8
Federico Cina,hard,career,0.6030,0.2790,3
Federico Cina,clay,career,0.6150,0.3230,10
Federico Cina,all,career,0.6122,0.3128,13
Shintaro Mochizuki,hard,52week,0.5640,0.3760,14
Shintaro Mochizuki,grass,52week,0.6250,0.4300,4
Shintaro Mochizuki,all,52week,0.5776,0.3880,18
Shintaro Mochizuki,hard,career,0.5650,0.3590,32
Shintaro Mochizuki,clay,career,0.5680,0.3260,1
Shintaro Mochizuki,grass,career,0.6130,0.3860,9
Shintaro Mochizuki,all,career,0.5754,0.3640,42
Alex Bolt,hard,career,0.6240,0.3460,35
Alex Bolt,clay,career,0.6310,0.3090,2
Alex Bolt,grass,career,0.6190,0.3330,15
Alex Bolt,all,career,0.6228,0.3408,52
Stefano Travaglia,hard,career,0.6210,0.3520,48
Stefano Travaglia,clay,career,0.6040,0.3680,34
Stefano Travaglia,grass,career,0.6010,0.3270,6
Stefano Travaglia,all,career,0.6131,0.3565,88
Luca Nardi,hard,52week,0.6410,0.3400,13
Luca Nardi,clay,52week,0.5890,0.3440,1
Luca Nardi,all,52week,0.6373,0.3403,14
Luca Nardi,hard,career,0.6100,0.3440,39
Luca Nardi,clay,career,0.5710,0.3360,16
Luca Nardi,grass,career,0.5540,0.3160,5
Luca Nardi,all,career,0.5949,0.3395,60
August Holmgren,hard,career,0.6260,0.3660,9
August Holmgren,clay,career,0.7240,0.3200,2
August Holmgren,grass,career,0.6980,0.2830,3
August Holmgren,all,career,0.6554,0.3416,14
Liam Draxl,hard,52week,0.5450,0.3450,6
Liam Draxl,clay,52week,0.6200,0.3760,1
Liam Draxl,all,52week,0.5557,0.3494,7
Elmer Moller,hard,52week,0.5300,0.2600,3
Elmer Moller,clay,52week,0.5370,0.4200,11
Elmer Moller,all,52week,0.5355,0.3857,14
Elmer Moller,hard,career,0.5300,0.2600,10
Elmer Moller,clay,career,0.5470,0.4130,14
Elmer Moller,grass,career,0.5850,0.2820,1
Elmer Moller,all,career,0.5417,0.3466,25
Thiago Monteiro,hard,career,0.6520,0.3170,83
Thiago Monteiro,clay,career,0.6420,0.3500,138
Thiago Monteiro,grass,career,0.6630,0.2570,9
Thiago Monteiro,all,career,0.6464,0.3345,230
Kimmer Coppejans,hard,career,0.6010,0.3110,8
Kimmer Coppejans,clay,career,0.5860,0.3600,11
Kimmer Coppejans,grass,career,0.5850,0.2850,2
Kimmer Coppejans,all,career,0.5916,0.3342,21
Francesco Passaro,hard,52week,0.6050,0.3700,2
Francesco Passaro,clay,52week,0.6070,0.3510,4
Francesco Passaro,all,52week,0.6063,0.3573,6
Francesco Passaro,hard,career,0.6230,0.3280,12
Francesco Passaro,clay,career,0.6210,0.3540,23
Francesco Passaro,all,career,0.6217,0.3451,35
Yosuke Watanuki,hard,career,0.6430,0.3560,35
Yosuke Watanuki,clay,career,0.6050,0.3550,7
Yosuke Watanuki,grass,career,0.7010,0.3080,5
Yosuke Watanuki,all,career,0.6435,0.3507,47
Vitaliy Sachko,hard,52week,0.6940,0.2690,4
Vitaliy Sachko,clay,52week,0.4890,0.3020,1
Vitaliy Sachko,all,52week,0.6530,0.2756,5
Vitaliy Sachko,hard,career,0.6400,0.3030,11
Vitaliy Sachko,clay,career,0.5280,0.3710,4
Vitaliy Sachko,all,career,0.6101,0.3211,15
Juan Carlos Prado Angelo,clay,52week,0.5680,0.4320,3
Juan Carlos Prado Angelo,all,52week,0.5680,0.4320,3
Pedro Martinez,hard,52week,0.5720,0.2970,11
Pedro Martinez,clay,52week,0.5800,0.3600,12
Pedro Martinez,all,52week,0.5762,0.3299,23
Pedro Martinez,hard,career,0.5900,0.3560,83
Pedro Martinez,clay,career,0.5920,0.3940,116
Pedro Martinez,grass,career,0.5820,0.3670,15
Pedro Martinez,all,career,0.5905,0.3774,214
Nicolas Moreno De Alboran,hard,career,0.6180,0.3040,6
Nicolas Moreno De Alboran,clay,career,0.6660,0.3110,12
Nicolas Moreno De Alboran,all,career,0.6500,0.3087,18
Cedrik Marcel Stebe,hard,career,0.5940,0.3580,38
Cedrik Marcel Stebe,clay,career,0.5610,0.4130,35
Cedrik Marcel Stebe,grass,career,0.5900,0.3610,9
Cedrik Marcel Stebe,all,career,0.5795,0.3818,82
Mikhail Kukushkin,hard,career,0.6080,0.3720,272
Mikhail Kukushkin,clay,career,0.5880,0.3740,99
Mikhail Kukushkin,grass,career,0.6170,0.3420,41
Mikhail Kukushkin,all,career,0.6041,0.3695,412
Elias Ymer,hard,52week,0.6300,0.3700,5
Elias Ymer,clay,52week,0.6310,0.3620,2
Elias Ymer,grass,52week,0.6400,0.1300,1
Elias Ymer,all,52week,0.6315,0.3380,8
Elias Ymer,hard,career,0.6090,0.3640,72
Elias Ymer,clay,career,0.5970,0.3650,51
Elias Ymer,grass,career,0.5950,0.2660,4
Elias Ymer,all,career,0.6037,0.3613,127
Jack Pinnington Jones,hard,52week,0.6810,0.3090,3
Jack Pinnington Jones,clay,52week,0.5240,0.2500,1
Jack Pinnington Jones,grass,52week,0.6030,0.3370,6
Jack Pinnington Jones,all,52week,0.6185,0.3199,10
Jack Pinnington Jones,hard,career,0.6810,0.3090,3
Jack Pinnington Jones,clay,career,0.5240,0.2500,1
Jack Pinnington Jones,grass,career,0.5970,0.3390,7
Jack Pinnington Jones,all,career,0.6133,0.3227,11
Billy Harris,hard,52week,0.6290,0.3410,5
Billy Harris,grass,52week,0.5800,0.3460,1
Billy Harris,all,52week,0.6208,0.3418,6
Billy Harris,hard,career,0.6240,0.3190,16
Billy Harris,clay,career,0.5780,0.3430,1
Billy Harris,grass,career,0.6490,0.3210,17
Billy Harris,all,career,0.6351,0.3207,34
Ilya Ivashka,hard,career,0.6320,0.3820,116
Ilya Ivashka,clay,career,0.5930,0.3770,39
Ilya Ivashka,grass,career,0.6590,0.3620,23
Ilya Ivashka,all,career,0.6269,0.3783,178
Chun Hsin Tseng,hard,52week,0.5260,0.3280,6
Chun Hsin Tseng,all,52week,0.5260,0.3280,6
Chun Hsin Tseng,hard,career,0.5940,0.3270,36
Chun Hsin Tseng,clay,career,0.5860,0.3860,13
Chun Hsin Tseng,grass,career,0.5940,0.3000,3
Chun Hsin Tseng,all,career,0.5920,0.3402,52
Timofey Skatov,hard,52week,0.6710,0.3860,1
Timofey Skatov,clay,52week,0.5770,0.3600,4
Timofey Skatov,all,52week,0.5958,0.3652,5
Timofey Skatov,hard,career,0.5770,0.3580,10
Timofey Skatov,clay,career,0.5860,0.3830,13
Timofey Skatov,all,career,0.5821,0.3721,23
Tristan Schoolkate,hard,52week,0.6500,0.3160,13
Tristan Schoolkate,all,52week,0.6500,0.3160,13
Tristan Schoolkate,hard,career,0.6430,0.3330,22
Tristan Schoolkate,clay,career,0.5250,0.2970,1
Tristan Schoolkate,grass,career,0.7080,0.1750,1
Tristan Schoolkate,all,career,0.6408,0.3249,24
Dominic Stricker,hard,career,0.6600,0.3430,35
Dominic Stricker,clay,career,0.6250,0.3570,15
Dominic Stricker,grass,career,0.6700,0.3170,8
Dominic Stricker,all,career,0.6523,0.3430,58
Brandon Holt,hard,52week,0.5930,0.3360,5
Brandon Holt,clay,52week,0.6740,0.3670,1
Brandon Holt,grass,52week,0.6000,0.3140,3
Brandon Holt,all,52week,0.6043,0.3321,9
Brandon Holt,hard,career,0.5930,0.3360,14
Brandon Holt,clay,career,0.6740,0.3670,1
Brandon Holt,grass,career,0.6000,0.3140,3
Brandon Holt,all,career,0.5987,0.3341,18
Harold Mayot,hard,career,0.6110,0.3370,15
Harold Mayot,clay,career,0.6050,0.3580,7
Harold Mayot,grass,career,0.6730,0.3320,3
Harold Mayot,all,career,0.6168,0.3423,25
Sumit Nagal,clay,52week,0.5400,0.3500,1
Sumit Nagal,all,52week,0.5400,0.3500,1
Sumit Nagal,hard,career,0.5650,0.3440,34
Sumit Nagal,clay,career,0.5710,0.3730,20
Sumit Nagal,grass,career,0.5540,0.3520,1
Sumit Nagal,all,career,0.5670,0.3547,55
Daniel Elahi Galan,hard,career,0.6000,0.3640,57
Daniel Elahi Galan,clay,career,0.6090,0.3700,66
Daniel Elahi Galan,grass,career,0.6320,0.3430,11
Daniel Elahi Galan,all,career,0.6071,0.3652,134
Hugo Grenier,hard,career,0.6180,0.3450,17
Hugo Grenier,clay,career,0.5550,0.3290,8
Hugo Grenier,grass,career,0.6370,0.3180,2
Hugo Grenier,all,career,0.6007,0.3383,27
Bernard Tomic,hard,career,0.6410,0.3420,237
Bernard Tomic,clay,career,0.5950,0.3410,65
Bernard Tomic,grass,career,0.6690,0.3310,72
Bernard Tomic,all,career,0.6384,0.3397,374
Alexander Ritschard,hard,career,0.6220,0.3510,4
Alexander Ritschard,clay,career,0.6020,0.3470,7
Alexander Ritschard,grass,career,0.5690,0.3460,1
Alexander Ritschard,all,career,0.6059,0.3483,12
Christopher Eubanks,hard,52week,0.6830,0.2730,5
Christopher Eubanks,clay,52week,0.6830,0.3920,3
Christopher Eubanks,grass,52week,0.6480,0.2980,1
Christopher Eubanks,all,52week,0.6791,0.3154,9
Christopher Eubanks,hard,career,0.6600,0.3010,74
Christopher Eubanks,clay,career,0.6310,0.3280,11
Christopher Eubanks,grass,career,0.6860,0.3000,26
Christopher Eubanks,all,career,0.6632,0.3034,111
Ugo Blanchet,hard,52week,0.6090,0.3180,9
Ugo Blanchet,all,52week,0.6090,0.3180,9
Ugo Blanchet,hard,career,0.6110,0.3140,10
Ugo Blanchet,clay,career,0.6000,0.4160,3
Ugo Blanchet,all,career,0.6085,0.3375,13
Stefano Napolitano,hard,career,0.6290,0.2390,1
Stefano Napolitano,clay,career,0.6360,0.3690,8
Stefano Napolitano,grass,career,0.6150,0.4110,1
Stefano Napolitano,all,career,0.6332,0.3602,10
Federico Coria,hard,career,0.5650,0.3410,32
Federico Coria,clay,career,0.5830,0.4160,99
Federico Coria,grass,career,0.5920,0.2910,4
Federico Coria,all,career,0.5790,0.3945,135
Darwin Blanch,hard,52week,0.6460,0.2760,5
Darwin Blanch,all,52week,0.6460,0.2760,5
Moise Kouame,hard,52week,0.6240,0.2950,3
Moise Kouame,clay,52week,0.5360,0.3680,5
Moise Kouame,all,52week,0.5690,0.3406,8
Dane Sweeny,hard,career,0.6010,0.3160,9
Dane Sweeny,grass,career,0.6220,0.2970,1
Dane Sweeny,all,career,0.6031,0.3141,10
Thiago Seyboth Wild,clay,52week,0.6160,0.4020,4
Thiago Seyboth Wild,all,52week,0.6160,0.4020,4
Thiago Seyboth Wild,hard,career,0.6280,0.3150,32
Thiago Seyboth Wild,clay,career,0.6160,0.3730,59
Thiago Seyboth Wild,grass,career,0.6250,0.3170,4
Thiago Seyboth Wild,all,career,0.6204,0.3511,95
Marc Andrea Huesler,hard,career,0.6600,0.3230,51
Marc Andrea Huesler,clay,career,0.6240,0.3540,27
Marc Andrea Huesler,grass,career,0.6820,0.3140,8
Marc Andrea Huesler,all,career,0.6507,0.3319,86
James Mccabe,hard,career,0.6010,0.3060,6
James Mccabe,grass,career,0.5890,0.3130,4
James Mccabe,all,career,0.5962,0.3088,10
Francesco Maestrelli,hard,52week,0.6310,0.3310,3
Francesco Maestrelli,clay,52week,0.5980,0.3080,2
Francesco Maestrelli,all,52week,0.6178,0.3218,5
Rodrigo Pacheco Mendez,hard,52week,0.5960,0.3290,6
Rodrigo Pacheco Mendez,all,52week,0.5960,0.3290,6
Rodrigo Pacheco Mendez,hard,career,0.5820,0.3600,17
Rodrigo Pacheco Mendez,clay,career,0.7300,0.2790,2
Rodrigo Pacheco Mendez,all,career,0.5976,0.3515,19
Nerman Fatic,hard,career,0.6330,0.3680,6
Nerman Fatic,clay,career,0.5480,0.4340,4
Nerman Fatic,all,career,0.5990,0.3944,10
Hyeon Chung,hard,career,0.6280,0.3910,123
Hyeon Chung,clay,career,0.6380,0.3940,31
Hyeon Chung,grass,career,0.6330,0.3430,3
Hyeon Chung,all,career,0.6301,0.3907,157
Li Tu,hard,career,0.6260,0.2990,10
Li Tu,grass,career,0.6330,0.3420,4
Li Tu,all,career,0.6280,0.3113,14
Edas Butvilas,clay,career,0.6310,0.3800,3
Edas Butvilas,grass,career,0.6450,0.2460,1
Edas Butvilas,all,career,0.6345,0.3465,4
Federico Agustin Gomez,hard,career,0.6440,0.3000,4
Federico Agustin Gomez,clay,career,0.5790,0.3700,6
Federico Agustin Gomez,all,career,0.6050,0.3420,10
Felipe Meligeni Alves,hard,career,0.6510,0.3860,8
Felipe Meligeni Alves,clay,career,0.5790,0.3470,9
Felipe Meligeni Alves,grass,career,0.6360,0.2620,1
Felipe Meligeni Alves,all,career,0.6142,0.3596,18
Duje Ajdukovic,hard,career,0.6290,0.3760,6
Duje Ajdukovic,clay,career,0.5840,0.3670,11
Duje Ajdukovic,all,career,0.5999,0.3702,17
Andrej Martin,hard,career,0.5500,0.3710,15
